employee_id,week_starting,total_hours,overtime_hours,breached
E1012,2026-07-06,44.25,0.0,0
E1012,2026-07-13,43.25,0.0,0
E1012,2026-07-20,41.0,0.0,0
E1012,2026-07-27,48.75,3.75,0
E1012,2026-08-03,43.75,0.0,0
E1012,2026-08-10,45.25,0.25,0
E1012,2026-08-17,38.75,0.0,0
E1013,2026-06-15,26.0,0.0,0
E1013,2026-06-22,46.5,1.5,0
E1013,2026-06-29,32.5,0.0,0
E1013,2026-07-06,39.0,0.0,0
E1013,2026-07-13,42.5,0.0,0
E1013,2026-07-20,60.0,15.0,1
E1013,2026-07-27,45.0,0.0,0
E1013,2026-08-03,47.25,2.25,0
E1013,2026-08-10,46.5,1.5,0
E1013,2026-08-17,45.25,0.25,0
E1014,2026-06-15,47.25,2.25,0
E1014,2026-06-22,38.5,0.0,0
E1014,2026-06-29,24.75,0.0,0
E1014,2026-07-06,50.25,5.25,0
E1014,2026-07-13,50.5,5.5,0
E1014,2026-07-20,36.75,0.0,0
E1014,2026-07-27,37.25,0.0,0
E1014,2026-08-03,38.25,0.0,0
E1014,2026-08-10,37.0,0.0,0
E1014,2026-08-17,12.0,0.0,0
E1015,2026-06-15,49.25,4.25,0
E1015,2026-06-22,42.25,0.0,0
E1015,2026-06-29,39.5,0.0,0
E1015,2026-07-06,57.0,12.0,1
E1015,2026-07-13,41.5,0.0,0
E1015,2026-07-20,49.25,4.25,0
E1015,2026-07-27,52.75,7.75,0
E1015,2026-08-03,50.75,5.75,0
E1015,2026-08-10,43.0,0.0,0
E1015,2026-08-17,53.75,8.75,0
E1016,2026-06-15,45.25,0.25,0
E1016,2026-06-22,47.75,2.75,0
E1016,2026-06-29,46.75,1.75,0
E1016,2026-07-06,43.5,0.0,0
E1016,2026-07-13,45.5,0.5,0
E1016,2026-07-20,43.25,0.0,0
E1016,2026-07-27,40.75,0.0,0
E1016,2026-08-03,47.5,2.5,0
E1016,2026-08-10,42.25,0.0,0
E1016,2026-08-17,41.5,0.0,0
E1017,2026-06-15,37.5,0.0,0
E1017,2026-06-22,38.0,0.0,0
E1017,2026-06-29,30.75,0.0,0
E1017,2026-07-06,38.25,0.0,0
E1017,2026-07-13,37.5,0.0,0
E1017,2026-07-20,42.25,0.0,0
E1017,2026-07-27,36.25,0.0,0
E1017,2026-08-03,42.75,0.0,0
E1017,2026-08-10,43.25,0.0,0
E1017,2026-08-17,59.75,14.75,1
E1018,2026-06-15,32.0,0.0,0
E1018,2026-06-22,39.0,0.0,0
E1018,2026-06-29,38.25,0.0,0
E1018,2026-07-06,41.25,0.0,0
E1018,2026-07-13,39.0,0.0,0
E1018,2026-07-20,38.0,0.0,0
E1018,2026-07-27,41.75,0.0,0
E1018,2026-08-03,31.0,0.0,0
E1018,2026-08-10,42.5,0.0,0
E1018,2026-08-17,30.25,0.0,0
E1019,2026-06-15,40.0,0.0,0
E1019,2026-06-22,41.75,0.0,0
E1019,2026-06-29,39.75,0.0,0
E1019,2026-07-06,39.0,0.0,0
E1019,2026-07-13,50.75,5.75,0
E1019,2026-07-20,36.75,0.0,0
E1019,2026-07-27,48.25,3.25,0
E1019,2026-08-03,37.0,0.0,0
E1019,2026-08-10,38.75,0.0,0
E1019,2026-08-17,13.5,0.0,0
E1020,2026-06-15,34.25,0.0,0
E1020,2026-06-22,35.25,0.0,0
E1020,2026-06-29,37.25,0.0,0
E1020,2026-07-06,35.5,0.0,0
E1020,2026-07-13,37.25,0.0,0
E1020,2026-07-20,36.75,0.0,0
E1020,2026-07-27,37.0,0.0,0
E1020,2026-08-03,32.0,0.0,0
E1020,2026-08-10,33.5,0.0,0
E1020,2026-08-17,35.5,0.0,0
E1021,2026-06-15,34.75,0.0,0
E1021,2026-06-22,37.5,0.0,0
E1021,2026-06-29,38.0,0.0,0
E1021,2026-07-06,21.25,0.0,0
E1021,2026-07-13,37.25,0.0,0
E1021,2026-07-20,32.75,0.0,0
E1021,2026-07-27,36.0,0.0,0
E1021,2026-08-03,23.5,0.0,0
E1021,2026-08-10,39.75,0.0,0
E1021,2026-08-17,21.0,0.0,0
E1022,2026-06-15,43.0,0.0,0
E1022,2026-06-22,44.0,0.0,0
E1022,2026-06-29,43.25,0.0,0
E1022,2026-07-06,42.25,0.0,0
E1022,2026-07-13,40.5,0.0,0
E1022,2026-07-20,40.0,0.0,0
E1022,2026-07-27,39.75,0.0,0
E1022,2026-08-03,37.25,0.0,0
E1022,2026-08-10,39.25,0.0,0
E1022,2026-08-17,19.5,0.0,0
E1023,2026-06-15,40.75,0.0,0
E1023,2026-06-22,42.5,0.0,0
E1023,2026-06-29,40.5,0.0,0
E1023,2026-07-06,46.0,1.0,0
E1023,2026-07-13,42.0,0.0,0
E1023,2026-07-20,39.5,0.0,0
E1023,2026-07-27,38.5,0.0,0
E1023,2026-08-03,40.0,0.0,0
E1023,2026-08-10,37.5,0.0,0
E1023,2026-08-17,18.0,0.0,0
E1024,2026-06-15,39.0,0.0,0
E1024,2026-06-22,43.5,0.0,0
E1024,2026-06-29,43.5,0.0,0
E1024,2026-07-06,44.0,0.0,0
E1024,2026-07-13,39.5,0.0,0
E1024,2026-07-20,42.0,0.0,0
E1024,2026-07-27,40.25,0.0,0
E1024,2026-08-03,41.5,0.0,0
E1024,2026-08-10,51.5,6.5,0
E1024,2026-08-17,26.75,0.0,0
E1025,2026-06-15,48.25,3.25,0
E1025,2026-06-22,47.25,2.25,0
E1025,2026-06-29,47.0,2.0,0
E1025,2026-07-06,44.0,0.0,0
E1025,2026-07-13,48.5,3.5,0
E1025,2026-07-20,44.5,0.0,0
E1025,2026-07-27,48.0,3.0,0
E1025,2026-08-03,45.0,0.0,0
E1025,2026-08-10,42.25,0.0,0
E1025,2026-08-17,29.75,0.0,0
E1026,2026-06-15,36.0,0.0,0
E1026,2026-06-22,42.5,0.0,0
E1026,2026-06-29,38.25,0.0,0
E1026,2026-07-06,36.0,0.0,0
E1026,2026-07-13,25.75,0.0,0
E1026,2026-07-20,46.75,1.75,0
E1026,2026-07-27,54.5,9.5,0
E1026,2026-08-03,39.25,0.0,0
E1026,2026-08-10,44.0,0.0,0
E1026,2026-08-17,23.25,0.0,0
E1027,2026-06-15,44.25,0.0,0
E1027,2026-06-22,51.75,6.75,0
E1027,2026-06-29,53.5,8.5,0
E1027,2026-07-06,40.5,0.0,0
E1027,2026-07-13,47.0,2.0,0
E1027,2026-07-20,55.25,10.25,1
E1027,2026-07-27,35.75,0.0,0
E1027,2026-08-03,50.5,5.5,0
E1027,2026-08-10,38.25,0.0,0
E1027,2026-08-17,27.5,0.0,0
E1028,2026-06-15,35.0,0.0,0
E1028,2026-06-22,43.5,0.0,0
E1028,2026-06-29,40.25,0.0,0
E1028,2026-07-06,38.75,0.0,0
E1028,2026-07-13,36.75,0.0,0
E1028,2026-07-20,37.0,0.0,0
E1028,2026-07-27,39.25,0.0,0
E1028,2026-08-03,38.75,0.0,0
E1028,2026-08-10,35.75,0.0,0
E1028,2026-08-17,20.0,0.0,0
E1029,2026-06-15,48.5,3.5,0
E1029,2026-06-22,50.25,5.25,0
E1029,2026-06-29,45.0,0.0,0
E1029,2026-07-06,46.0,1.0,0
E1029,2026-07-13,47.0,2.0,0
E1029,2026-07-20,58.75,13.75,1
E1029,2026-07-27,46.5,1.5,0
E1029,2026-08-03,45.25,0.25,0
E1029,2026-08-10,41.25,0.0,0
E1029,2026-08-17,38.5,0.0,0
E1030,2026-06-15,30.5,0.0,0
E1030,2026-06-22,42.75,0.0,0
E1030,2026-06-29,44.5,0.0,0
E1030,2026-07-06,39.5,0.0,0
E1030,2026-07-13,40.75,0.0,0
E1030,2026-07-20,41.25,0.0,0
E1030,2026-07-27,34.75,0.0,0
E1030,2026-08-03,42.5,0.0,0
E1030,2026-08-10,41.75,0.0,0
E1030,2026-08-17,37.0,0.0,0
E1031,2026-06-15,42.25,0.0,0
E1031,2026-06-22,47.75,2.75,0
E1031,2026-06-29,43.25,0.0,0
E1031,2026-07-06,41.25,0.0,0
E1031,2026-07-13,43.75,0.0,0
E1031,2026-07-20,43.0,0.0,0
E1031,2026-07-27,35.0,0.0,0
E1031,2026-08-03,46.75,1.75,0
E1031,2026-08-10,42.75,0.0,0
E1031,2026-08-17,40.5,0.0,0
E1032,2026-06-15,40.75,0.0,0
E1032,2026-06-22,51.5,6.5,0
E1032,2026-06-29,55.5,10.5,1
E1032,2026-07-06,27.5,0.0,0
E1032,2026-07-13,41.0,0.0,0
E1032,2026-07-20,39.5,0.0,0
E1032,2026-07-27,54.0,9.0,0
E1032,2026-08-03,54.75,9.75,0
E1032,2026-08-10,51.25,6.25,0
E1032,2026-08-17,36.75,0.0,0
E1033,2026-06-15,44.5,0.0,0
E1033,2026-06-22,47.5,2.5,0
E1033,2026-06-29,44.5,0.0,0
E1033,2026-07-06,45.25,0.25,0
E1033,2026-07-13,43.75,0.0,0
E1033,2026-07-20,44.75,0.0,0
E1033,2026-07-27,40.75,0.0,0
E1033,2026-08-03,41.75,0.0,0
E1033,2026-08-10,44.25,0.0,0
E1033,2026-08-17,9.75,0.0,0
E1034,2026-06-15,40.0,0.0,0
E1034,2026-06-22,45.5,0.5,0
E1034,2026-06-29,27.5,0.0,0
E1034,2026-07-06,41.75,0.0,0
E1034,2026-07-13,51.0,6.0,0
E1034,2026-07-20,44.0,0.0,0
E1034,2026-07-27,45.0,0.0,0
E1034,2026-08-03,41.75,0.0,0
E1034,2026-08-10,51.25,6.25,0
E1034,2026-08-17,19.25,0.0,0
E1035,2026-06-15,35.25,0.0,0
E1035,2026-06-22,29.75,0.0,0
E1035,2026-06-29,31.0,0.0,0
E1035,2026-07-06,18.5,0.0,0
E1035,2026-07-13,13.0,0.0,0
E1035,2026-07-20,27.5,0.0,0
E1035,2026-07-27,27.5,0.0,0
E1035,2026-08-03,29.0,0.0,0
E1035,2026-08-10,33.0,0.0,0
E1035,2026-08-17,21.25,0.0,0
E1036,2026-06-15,27.5,0.0,0
E1036,2026-06-22,24.75,0.0,0
E1036,2026-06-29,30.25,0.0,0
E1036,2026-07-06,22.75,0.0,0
E1036,2026-07-13,27.25,0.0,0
E1036,2026-07-20,25.0,0.0,0
E1036,2026-07-27,32.0,0.0,0
E1036,2026-08-03,22.75,0.0,0
E1036,2026-08-10,27.25,0.0,0
E1036,2026-08-17,33.0,0.0,0
E1037,2026-06-15,37.0,0.0,0
E1037,2026-06-22,38.0,0.0,0
E1037,2026-06-29,36.75,0.0,0
E1037,2026-07-06,36.25,0.0,0
E1037,2026-07-13,35.5,0.0,0
E1037,2026-07-20,38.25,0.0,0
E1037,2026-07-27,36.0,0.0,0
E1037,2026-08-03,34.25,0.0,0
E1037,2026-08-10,38.75,0.0,0
E1037,2026-08-17,37.5,0.0,0
E1038,2026-06-15,39.0,0.0,0
E1038,2026-06-22,37.0,0.0,0
E1038,2026-06-29,28.5,0.0,0
E1038,2026-07-06,36.5,0.0,0
E1038,2026-07-13,35.0,0.0,0
E1038,2026-07-20,28.25,0.0,0
E1038,2026-07-27,30.0,0.0,0
E1038,2026-08-03,35.75,0.0,0
E1038,2026-08-10,20.5,0.0,0
E1038,2026-08-17,43.75,0.0,0
E1039,2026-06-15,49.5,4.5,0
E1039,2026-06-22,48.5,3.5,0
E1039,2026-06-29,56.25,11.25,1
E1039,2026-07-06,45.0,0.0,0
E1039,2026-07-13,61.5,16.5,1
E1039,2026-07-20,60.0,15.0,1
E1039,2026-07-27,55.75,10.75,1
E1039,2026-08-03,48.0,3.0,0
E1039,2026-08-10,49.75,4.75,0
E1039,2026-08-17,34.25,0.0,0
E1040,2026-06-15,50.0,5.0,0
E1040,2026-06-22,48.75,3.75,0
E1040,2026-06-29,41.75,0.0,0
E1040,2026-07-06,40.25,0.0,0
E1040,2026-07-13,58.25,13.25,1
E1040,2026-07-20,35.75,0.0,0
E1040,2026-07-27,44.5,0.0,0
E1040,2026-08-03,44.25,0.0,0
E1040,2026-08-10,45.25,0.25,0
E1040,2026-08-17,28.25,0.0,0
E1041,2026-06-15,46.5,1.5,0
E1041,2026-06-22,44.5,0.0,0
E1041,2026-06-29,42.75,0.0,0
E1041,2026-07-06,40.75,0.0,0
E1041,2026-07-13,41.0,0.0,0
E1041,2026-07-20,39.75,0.0,0
E1041,2026-07-27,54.0,9.0,0
E1041,2026-08-03,41.75,0.0,0
E1041,2026-08-10,41.75,0.0,0
E1041,2026-08-17,29.75,0.0,0
E1042,2026-06-15,49.25,4.25,0
E1042,2026-06-22,59.5,14.5,1
E1042,2026-06-29,49.25,4.25,0
E1042,2026-07-06,48.0,3.0,0
E1042,2026-07-13,44.25,0.0,0
E1042,2026-07-20,44.5,0.0,0
E1042,2026-07-27,42.5,0.0,0
E1042,2026-08-03,56.0,11.0,1
E1042,2026-08-10,44.5,0.0,0
E1042,2026-08-17,60.75,15.75,1
E1043,2026-06-15,40.5,0.0,0
E1043,2026-06-22,46.75,1.75,0
E1043,2026-06-29,52.0,7.0,0
E1043,2026-07-06,40.0,0.0,0
E1043,2026-07-13,46.0,1.0,0
E1043,2026-07-20,45.75,0.75,0
E1043,2026-07-27,43.0,0.0,0
E1043,2026-08-03,41.75,0.0,0
E1043,2026-08-10,43.0,0.0,0
E1043,2026-08-17,27.0,0.0,0
E1044,2026-06-15,42.75,0.0,0
E1044,2026-06-22,55.0,10.0,0
E1044,2026-06-29,50.25,5.25,0
E1044,2026-07-06,56.25,11.25,1
E1044,2026-07-13,48.25,3.25,0
E1044,2026-07-20,49.75,4.75,0
E1044,2026-07-27,54.75,9.75,0
E1044,2026-08-03,47.25,2.25,0
E1044,2026-08-10,36.75,0.0,0
E1044,2026-08-17,59.25,14.25,1
E1045,2026-06-15,44.0,0.0,0
E1045,2026-06-22,42.75,0.0,0
E1045,2026-06-29,44.0,0.0,0
E1045,2026-07-06,43.0,0.0,0
E1045,2026-07-13,45.25,0.25,0
E1045,2026-07-20,44.75,0.0,0
E1045,2026-07-27,51.75,6.75,0
E1045,2026-08-03,54.75,9.75,0
E1045,2026-08-10,55.0,10.0,0
E1045,2026-08-17,36.25,0.0,0
E1046,2026-06-15,43.25,0.0,0
E1046,2026-06-22,42.75,0.0,0
E1046,2026-06-29,49.5,4.5,0
E1046,2026-07-06,37.0,0.0,0
E1046,2026-07-13,40.25,0.0,0
E1046,2026-07-20,38.25,0.0,0
E1046,2026-07-27,40.25,0.0,0
E1046,2026-08-03,42.0,0.0,0
E1046,2026-08-10,42.5,0.0,0
E1046,2026-08-17,28.0,0.0,0
E1047,2026-06-15,42.5,0.0,0
E1047,2026-06-22,42.0,0.0,0
E1047,2026-06-29,42.0,0.0,0
E1047,2026-07-06,42.5,0.0,0
E1047,2026-07-13,42.25,0.0,0
E1047,2026-07-20,41.0,0.0,0
E1047,2026-07-27,46.0,1.0,0
E1047,2026-08-03,42.5,0.0,0
E1047,2026-08-10,41.5,0.0,0
E1047,2026-08-17,50.75,5.75,0
E1048,2026-06-15,32.0,0.0,0
E1048,2026-06-22,44.25,0.0,0
E1048,2026-06-29,46.75,1.75,0
E1048,2026-07-06,44.0,0.0,0
E1048,2026-07-13,42.75,0.0,0
E1048,2026-07-20,40.5,0.0,0
E1048,2026-07-27,46.25,1.25,0
E1048,2026-08-03,43.75,0.0,0
E1048,2026-08-10,35.25,0.0,0
E1048,2026-08-17,47.5,2.5,0
E1049,2026-06-15,42.0,0.0,0
E1049,2026-06-22,48.0,3.0,0
E1049,2026-06-29,49.25,4.25,0
E1049,2026-07-06,41.5,0.0,0
E1049,2026-07-13,42.25,0.0,0
E1049,2026-07-20,45.5,0.5,0
E1049,2026-07-27,45.0,0.0,0
E1049,2026-08-03,39.25,0.0,0
E1049,2026-08-10,41.25,0.0,0
E1049,2026-08-17,18.75,0.0,0
E1050,2026-06-15,44.75,0.0,0
E1050,2026-06-22,50.5,5.5,0
E1050,2026-06-29,36.5,0.0,0
E1050,2026-07-06,36.0,0.0,0
E1050,2026-07-13,45.0,0.0,0
E1050,2026-07-20,43.25,0.0,0
E1050,2026-07-27,37.75,0.0,0
E1050,2026-08-03,49.5,4.5,0
E1050,2026-08-10,36.75,0.0,0
E1050,2026-08-17,47.75,2.75,0
E1051,2026-06-15,44.75,0.0,0
E1051,2026-06-22,52.0,7.0,0
E1051,2026-06-29,46.75,1.75,0
E1051,2026-07-06,41.75,0.0,0
E1051,2026-07-13,41.5,0.0,0
E1051,2026-07-20,39.5,0.0,0
E1051,2026-07-27,40.75,0.0,0
E1051,2026-08-03,41.0,0.0,0
E1051,2026-08-10,41.0,0.0,0
E1051,2026-08-17,35.75,0.0,0
E1052,2026-06-15,47.25,2.25,0
E1052,2026-06-22,39.5,0.0,0
E1052,2026-06-29,41.75,0.0,0
E1052,2026-07-06,44.25,0.0,0
E1052,2026-07-13,43.75,0.0,0
E1052,2026-07-20,43.25,0.0,0
E1052,2026-07-27,38.25,0.0,0
E1052,2026-08-03,41.25,0.0,0
E1052,2026-08-10,40.75,0.0,0
E1052,2026-08-17,33.75,0.0,0
E1053,2026-06-15,37.75,0.0,0
E1053,2026-06-22,37.75,0.0,0
E1053,2026-06-29,38.75,0.0,0
E1053,2026-07-06,35.75,0.0,0
E1053,2026-07-13,35.0,0.0,0
E1053,2026-07-20,42.0,0.0,0
E1053,2026-07-27,48.5,3.5,0
E1053,2026-08-03,37.25,0.0,0
E1053,2026-08-10,42.0,0.0,0
E1053,2026-08-17,32.0,0.0,0
E1054,2026-06-15,38.75,0.0,0
E1054,2026-06-22,39.5,0.0,0
E1054,2026-06-29,37.75,0.0,0
E1054,2026-07-06,42.25,0.0,0
E1054,2026-07-13,40.75,0.0,0
E1054,2026-07-20,32.0,0.0,0
E1054,2026-07-27,43.75,0.0,0
E1054,2026-08-03,39.25,0.0,0
E1054,2026-08-10,37.75,0.0,0
E1054,2026-08-17,36.0,0.0,0
E1055,2026-06-15,24.5,0.0,0
E1055,2026-06-22,36.75,0.0,0
E1055,2026-06-29,48.75,3.75,0
E1055,2026-07-06,52.25,7.25,0
E1055,2026-07-13,50.75,5.75,0
E1055,2026-07-20,42.25,0.0,0
E1055,2026-07-27,42.0,0.0,0
E1055,2026-08-03,26.0,0.0,0
E1055,2026-08-10,37.75,0.0,0
E1055,2026-08-17,49.75,4.75,0
E1056,2026-06-15,45.75,0.75,0
E1056,2026-06-22,45.75,0.75,0
E1056,2026-06-29,56.75,11.75,1
E1056,2026-07-06,43.0,0.0,0
E1056,2026-07-13,47.5,2.5,0
E1056,2026-07-20,53.75,8.75,0
E1056,2026-07-27,48.75,3.75,0
E1056,2026-08-03,40.0,0.0,0
E1056,2026-08-10,44.0,0.0,0
E1056,2026-08-17,39.25,0.0,0
E1057,2026-06-15,41.25,0.0,0
E1057,2026-06-22,42.75,0.0,0
E1057,2026-06-29,43.75,0.0,0
E1057,2026-07-06,44.25,0.0,0
E1057,2026-07-13,42.0,0.0,0
E1057,2026-07-20,48.25,3.25,0
E1057,2026-07-27,38.75,0.0,0
E1057,2026-08-03,51.75,6.75,0
E1057,2026-08-10,43.5,0.0,0
E1057,2026-08-17,39.5,0.0,0
E1058,2026-06-15,44.75,0.0,0
E1058,2026-06-22,45.25,0.25,0
E1058,2026-06-29,41.75,0.0,0
E1058,2026-07-06,41.25,0.0,0
E1058,2026-07-13,42.5,0.0,0
E1058,2026-07-20,43.0,0.0,0
E1058,2026-07-27,45.25,0.25,0
E1058,2026-08-03,43.75,0.0,0
E1058,2026-08-10,45.25,0.25,0
E1058,2026-08-17,38.75,0.0,0
E1059,2026-06-15,44.75,0.0,0
E1059,2026-06-22,43.75,0.0,0
E1059,2026-06-29,42.75,0.0,0
E1059,2026-07-06,47.0,2.0,0
E1059,2026-07-13,41.75,0.0,0
E1059,2026-07-20,45.75,0.75,0
E1059,2026-07-27,43.75,0.0,0
E1059,2026-08-03,44.5,0.0,0
E1059,2026-08-10,40.0,0.0,0
E1059,2026-08-17,44.5,0.0,0
E1060,2026-06-15,45.0,0.0,0
E1060,2026-06-22,37.5,0.0,0
E1060,2026-06-29,48.5,3.5,0
E1060,2026-07-06,44.75,0.0,0
E1060,2026-07-13,42.25,0.0,0
E1060,2026-07-20,38.75,0.0,0
E1060,2026-07-27,51.0,6.0,0
E1060,2026-08-03,41.5,0.0,0
E1060,2026-08-10,36.5,0.0,0
E1060,2026-08-17,19.0,0.0,0
E1061,2026-06-15,51.0,6.0,0
E1061,2026-06-22,50.25,5.25,0
E1061,2026-06-29,48.75,3.75,0
E1061,2026-07-06,55.5,10.5,1
E1061,2026-07-13,55.25,10.25,1
E1061,2026-07-20,49.5,4.5,0
E1061,2026-07-27,58.75,13.75,1
E1061,2026-08-03,44.75,0.0,0
E1061,2026-08-10,50.5,5.5,0
E1061,2026-08-17,48.5,3.5,0
E1062,2026-06-15,40.0,0.0,0
E1062,2026-06-22,35.75,0.0,0
E1062,2026-06-29,41.0,0.0,0
E1062,2026-07-06,38.25,0.0,0
E1062,2026-07-13,36.75,0.0,0
E1062,2026-07-20,39.75,0.0,0
E1062,2026-07-27,38.5,0.0,0
E1062,2026-08-03,50.75,5.75,0
E1062,2026-08-10,42.25,0.0,0
E1062,2026-08-17,29.5,0.0,0
E1063,2026-06-15,45.0,0.0,0
E1063,2026-06-22,43.25,0.0,0
E1063,2026-06-29,47.0,2.0,0
E1063,2026-07-06,45.25,0.25,0
E1063,2026-07-13,46.25,1.25,0
E1063,2026-07-20,41.5,0.0,0
E1063,2026-07-27,55.5,10.5,1
E1063,2026-08-03,46.25,1.25,0
E1063,2026-08-10,20.25,0.0,0
E1063,2026-08-17,39.0,0.0,0
E1064,2026-06-15,36.25,0.0,0
E1064,2026-06-22,38.75,0.0,0
E1064,2026-06-29,35.75,0.0,0
E1064,2026-07-06,34.25,0.0,0
E1064,2026-07-13,35.25,0.0,0
E1064,2026-07-20,39.25,0.0,0
E1064,2026-07-27,38.0,0.0,0
E1064,2026-08-03,37.75,0.0,0
E1064,2026-08-10,47.5,2.5,0
E1064,2026-08-17,17.75,0.0,0
E1065,2026-06-15,25.0,0.0,0
E1065,2026-06-22,46.0,1.0,0
E1065,2026-06-29,42.75,0.0,0
E1065,2026-07-06,37.25,0.0,0
E1065,2026-07-13,35.5,0.0,0
E1065,2026-07-20,37.75,0.0,0
E1065,2026-07-27,37.75,0.0,0
E1065,2026-08-03,38.0,0.0,0
E1065,2026-08-10,43.0,0.0,0
E1065,2026-08-17,25.0,0.0,0
E1066,2026-06-15,40.75,0.0,0
E1066,2026-06-22,40.5,0.0,0
E1066,2026-06-29,41.0,0.0,0
E1066,2026-07-06,42.5,0.0,0
E1066,2026-07-13,41.5,0.0,0
E1066,2026-07-20,43.0,0.0,0
E1066,2026-07-27,40.5,0.0,0
E1066,2026-08-03,52.25,7.25,0
E1066,2026-08-10,36.0,0.0,0
E1066,2026-08-17,37.0,0.0,0
E1067,2026-06-15,41.75,0.0,0
E1067,2026-06-22,57.0,12.0,1
E1067,2026-06-29,49.5,4.5,0
E1067,2026-07-06,43.5,0.0,0
